id,card01,card02,card03,card04,card05,card06,card07,card08,card09,card10,card11,card12,sub
5585,11575.01,0,405,1689.89,31.5,24.85,0,332.55,158.94,241.93,403.03,8287.32,1500
5588,6911.74,0,115,1164.75,14.4,0.13,0,227,1.86,18.96,402.6,4967.04,0
5589,7484.57,0,215.05,183.43,16,77.75,0,80,3.66,213.1,416.8,6278.78,0
5590,5853.11,7,9,951.55,67.4,0,0,46.1,5.1,13,66.2,4687.76,1500
5591,5809.83,0,77.51,112.08,21,60.55,0,37.1,57.6,278.9,35.1,5129.99,1000
5598,10445.52,0,12.4,1048.62,8.7,0,0,63.3,22.8,140.68,959.9,8189.12,1000
5599,6581.74,0,34.9,384.34,14,22.25,0,341.3,28.8,138.4,390.75,5227,1500
5600,9437.06,0,112.8,744.53,81.53,0,0,507.06,28.56,31.66,827.75,7103.17,0
5601,12262.5,20,514,538.39,28.2,41.95,0,519.8,84.48,152.6,947.6,9415.48,0
5604,9141.98,0,219.9,535.51,48.7,6,0,166.94,145.98,337.5,207.7,7473.75,0
5605,11828.53,0,201.9,686.1,19,14.9,0,148.2,103.98,399.15,324.5,9930.8,0
5608,5910.36,0,70.5,697.6,6.5,0,0,180.51,44.58,71.2,676.7,4162.77,0
5609,8298.13,0,106.3,620.75,0,22.4,0,508.1,136.8,129.7,650.3,6123.78,0
5616,7314.25,0,428.6,921.37,14,4.8,0,368.65,54.14,223.7,214.5,5084.49,0
5617,7902.72,0,209.12,582.84,13.2,18.05,0,61.4,46.02,279.33,370.1,6322.66,2000
5618,9212.37,0,66.4,943.51,0,0,0,496.53,21.4,86.5,1182.2,6415.83,0
5619,7874.68,0,441.1,917.52,15,46.65,0,247.3,22.98,107.83,488,5588.3,0
5628,11132.6,0,0,1400.12,5.5,0,0,133.86,32.88,357.6,1866.8,7335.84,0
5629,10469.18,0,289.2,1050.36,5,15.85,0,240.3,184.08,341.5,1924.61,6418.28,0
5644,9980.39,0,109.4,1009.22,66.8,37.2,0,412.2,96.54,278.8,737.5,7232.73,0
5645,10105.33,0,216.1,740.49,20.6,67.9,15.5,532.06,85.2,308.6,676.6,7442.28,0
5646,9802.88,0,15,1473.67,6.8,0.3,0,128.55,78.64,30.8,906,7163.12,0
5647,8872.72,0,289.8,659.34,14.4,6.7,0,144.65,262.74,49.4,660.6,6785.09,0
5648,7389.21,0,70.9,819.26,0,50.6,0,184.3,17.04,149.13,928.2,5169.78,0
5649,10369.71,0,814.7,463.54,3,101.65,0,486.2,174.96,247.7,869.48,7208.48,0
5652,6379.62,0,128.5,754.4,0,38.3,0,129.4,27.84,127.9,610.7,4562.58,0
5653,6579.42,0,609.8,471.64,0,60.2,0,218.4,171.48,225.9,546.1,4275.9,0
5654,8287.56,0,19.6,958.95,31.8,0,0,64.6,43.62,212.2,560.4,6396.39,0
5655,10475.4,0,208.6,624.3,20,55.15,0,140.1,266.7,306.83,693.4,8160.32,0
5658,11890.74,0,328.3,1532.91,27.4,16.3,0,113.1,82.26,141.3,905.1,8744.07,1000
5659,6218.53,0,158.8,384.24,0,43.7,0,176.6,87.9,141.13,348.1,4878.06,2000
5664,1412.39,0,30.5,9.3,0.1,10.3,0,22,80.46,137.8,174.9,947.03,2000
5665,1353.33,0,3.4,8.13,0,13.35,0,194,81.3,202.1,63.7,787.35,2000
5666,11422.28,0,36.3,1302.14,38.6,11.33,0,286.37,65.1,153.46,742.6,8786.38,1000
5667,12181.19,20,328.26,842.73,15,56.6,0,231,147.78,216.93,267.53,10055.36,1500
5676,8634.97,0,0,656.99,15.6,0,0,428.21,0,347.6,730.6,6455.97,2000
5677,9180.13,0,715.4,247.25,20.38,22.8,0,225.8,7.62,412.5,625.7,6902.68,1000
5680,13922.86,0,201,1608.62,0,13.3,0,223.58,111.42,165.8,1590.1,10009.04,0
5681,11741.06,0,376.9,1064.09,5.5,28.4,0,160,79.62,154.5,1324.02,8548.03,0
5682,9225.94,0,60.3,1009.28,0,7.2,0,209.94,168.66,108.5,324.5,7337.56,0
5683,9268.59,0,89.2,602.12,0,80.85,40,605.4,176.16,271.4,760.3,6643.16,0
5686,2458.54,0,5,389.86,0,0,0,113.7,8.88,111.5,281.6,1548,0
5687,4580.63,0,314.81,399.22,0,8.9,0,167.3,29.7,129.4,423.1,3108.2,0
5690,4138.11,0,31.3,480.22,0,0,0,92.65,1.32,106.9,615.1,2810.62,0
5691,6240.29,0,291.6,474.73,15,26.3,0,267.7,7.74,113.7,637.2,4406.32,0
5696,9421.15,0,29.4,1128.32,23.7,9,0,250.05,23.16,185.5,319.7,7452.32,1000
5697,8050.18,0,69.1,302.61,10.6,74.55,0,259.13,104.82,192.7,485.48,6551.19,1000
5702,9706.76,0,105.7,1629.1,30,0,0,247.01,19.38,93,1102.54,6480.03,0
5703,8752.5,0,256.8,884.73,32.4,55.95,0,118.25,164.58,189.2,931.5,6119.09,0
5704,7015.77,0,127.2,666.24,59.2,0,92,59.28,203.1,129.9,613.25,5065.6,0
5705,10328.78,0,354.7,682.77,0,31.45,0,155.4,150,106.9,812.7,8034.86,0
5708,11312.93,0,85.4,916.07,0,0,0,594.13,54.3,104.9,736.4,8821.73,0
5709,7282.8,0,170.79,399.46,46.9,53.85,0,329.8,76.56,186.9,359,5659.54,0
5712,10266.52,0,41.2,1442.37,4.4,0,0,134.15,35.52,40.6,651.9,7916.38,0
5713,12480.45,0,149.7,1074.57,0,60.05,0,300.3,90.78,145.3,1547.7,9112.05,0
5714,9694.12,0,65.48,1070.27,11,6,0,160.92,40.5,146.2,396,7797.75,1500
5715,11098.59,0,99.1,613.05,29.7,91.25,0,132.7,101.22,195,583.45,9253.12,2000
5730,6067.12,0,71.7,647.04,21.4,20.7,34,375.8,34.86,50.7,184.2,4626.72,0
5731,6053.16,0,44.9,370.3,51.7,27.65,0,308.19,37.8,70.9,95.4,5046.32,0
5732,10084.91,0,20.6,1077.67,0,0,0,331.21,41.22,50.61,440,8123.6,2000
5733,9952.56,0,64.4,460.47,72.6,31.5,0,105.5,100.8,114,401.2,8602.09,2000
5734,10181.09,0,81.5,804.05,7,11.9,0,300.3,55.98,187.7,391.3,8341.36,1000
5735,9274.53,0,435.1,332.6,50.3,66.35,0,136.45,53.64,169.43,186,7844.66,1000
5744,7864.9,0,91.8,745.67,0,6,0,177.56,66.54,103.13,460.9,6213.3,1000
5745,7597.04,0,98.6,243.55,20.9,63.65,0,186.7,112.74,136.9,415.2,6318.8,1500
5746,11435.21,0,71.1,1095.91,0,61.5,0,270.66,83.04,118.32,580.2,9154.48,1500
5747,12184.37,0,168.4,806.69,39.6,39.2,0,272.5,134.76,202.3,647,9873.92,1500
5750,3647.69,0.02,3,427.13,3.2,0.4,0,4,23.04,74.3,212.8,2899.8,0
5751,9176.94,0,52,681.54,19.5,11,0,81.5,122.4,200.8,1709.5,6298.7,0
5752,9818.64,0,401,635.51,87,3.1,0,245.8,78.28,173.2,219.2,7975.55,0
5753,9314.78,0,315,537.65,30.5,22.65,0,404.45,101.16,228,151.4,7523.97,0
5756,7114.36,0,6.7,1126.46,0,0,0,88.5,2.7,101.4,1672.3,4116.3,0
5757,5576.48,0,138.12,522.91,0,3.65,0,29,0,115.2,1513.3,3254.3,0
5758,10006.56,0,24,1008.58,0,0,0,191.99,10.8,157.3,2043.97,6569.92,1000
5759,10522,0,1255.6,551.58,29.5,3.6,0,31.2,21.84,237.1,1735.3,6656.28,0
5760,11192.91,1.5,0,1627.01,18.2,0,0,324.46,48.48,126.4,1287.2,7759.66,0
5761,10201.18,0,573.7,542.54,15.5,26.55,0,61.2,205.08,124.2,865.1,7787.31,0
5762,11998.58,0,576.3,1133.7,63.2,47.1,0,286.27,29.28,134.7,954.9,8773.13,1000
5763,14275.65,0,930.74,795.58,23,65.25,0,142.5,159.24,324.6,936.4,10898.34,0
5766,7281.04,0,22.9,610.46,10.5,16.2,0,178.78,22.8,60.5,191.5,6167.4,0
5767,5662.62,0,331.2,145.85,0,7,0,149.2,38.64,37.9,82.7,4870.13,0
5774,11346.3,0,20.4,1351.66,0,10,0,419.35,8.64,74,698.5,8763.75,0
5775,11183.89,0,138.8,1397.9,0,11.55,0,337.35,26.82,361.9,1476.1,7433.47,0
5782,2954.5,0,0,582.9,0,0,0,8,0,3.7,650.6,1709.3,0
5783,9567.41,0,193.6,1420.27,49.9,15.2,0,63.5,0,58.3,1535,6231.64,0
5784,10261.59,0,66.6,1119.75,49.2,0,0,126.1,56.28,211.1,1050.39,7582.17,1000
5785,12111.67,0,452.16,804.47,39.1,72.19,0,266.46,178.36,387.3,1415.26,8496.37,0
5786,10639.21,0,210.2,784.39,63.37,9,0,776.9,80.58,132.8,373.9,8208.07,0
5787,12161.49,0,74.6,544.78,41,116.25,0,545.5,139.14,140.4,458,10101.82,0
5790,3497.34,0,23.8,199.25,0,0,0,0,74.64,190.8,712.8,2296.05,0
5791,1270.46,0,45.8,29.42,0,2.5,0,0,10.8,232.5,42.7,906.74,0
5796,5323.48,0,38.6,440.97,6.5,0,0,79.5,22.26,40.2,545.4,4150.05,1500
5797,8012.57,0,300.6,403.29,0,29.55,0,219.45,98.88,82.6,816.7,6061.5,0
5800,8623.16,0,54.5,1750.27,13.2,0,0,3,30.96,167.02,1033,5571.21,0
5801,9916.85,196.4,108.2,1439.12,0,3.45,0,318.9,84.6,143.1,1472.9,6150.18,0
5808,9574.73,0,224.5,761.49,2.2,16.62,0,340,61.82,183.5,260.9,7723.7,0
5809,10931.92,0,261.4,497.64,27.5,39.75,0,273,60.36,179.7,285.6,9306.97,0
5812,9017.85,4,38.2,1009.02,0,0,12,163.93,40.74,60.5,525.3,7164.16,0
5813,9717.48,0,262.7,566.18,13.5,32,0,160.8,81.48,91.4,812.8,7696.62,0
5814,7294.36,0,21.3,1083.78,2.2,8.3,0,95.5,33.06,71.7,1071.01,4907.51,0
5815,7964.26,0,204.2,455.11,20.4,74.9,0,52.2,117.72,119.8,1280.16,5639.77,0
5816,9936.13,0,94.54,496.44,2,98.5,0,160.8,28.56,97.4,370.1,8587.79,0
5817,11458.29,0,552.9,182.86,37.1,326.2,0,123,10.98,27.8,569,9628.45,0
5824,9237.81,0,272,1422.65,0,0,0,189.45,24.2,2.3,498,6829.21,0
5825,9099.45,0,519.64,424.55,0,16.65,0,46.4,0,0,773.09,7319.12,0
5826,11719.73,0.02,289.3,1067.14,22.4,0,0,358,64.52,157.4,1244.7,8516.25,0
5827,7750.66,0,294.3,408.09,15,34.65,0,174.2,11.22,122.1,960.8,5730.3,0
5838,12593.9,0.8,96.9,1338.99,23.8,19,0,345.68,3.54,71.7,1583.41,9110.08,0
5839,12111.09,0,371.29,767.62,32,41.95,0,352.55,144.96,120.8,1180.42,9099.5,0
5846,7152.47,0,86.7,297.83,0,118.7,0,335.6,19.24,101.39,151.8,6041.21,1000
5847,7042.81,0,141.7,152.34,19.2,48.5,0,189.7,99.36,184.34,243.5,5964.17,1000
5848,7825.12,0,311.2,627.49,35,2.5,0,290.5,95.46,133.5,494.4,5835.07,0
5849,6341.53,0,378.5,427.51,58,22.2,0,103.4,44.76,68.8,588.7,4649.66,1500
5858,10164.17,0,487.5,840.98,10,0.8,0,116.1,31.02,87.04,759.93,7830.8,0
5859,7443.15,0,396.8,634.66,25.5,82.05,0,162.3,38.4,25.2,777.28,5300.96,0
5862,10992.14,0,85.1,1049.44,13,29.2,0,176.18,45.48,92.2,564.8,8936.74,0
5863,12216.79,0,565.1,828.47,4,56,0,175.95,117.3,146.1,470,9853.87,0
5864,9217.39,0,0,1260.27,0,0,0,55.4,32.28,29.5,2267.84,5572.1,1500
5865,10068.23,0,561.5,774.68,0,0.3,0,424,32.4,17,1167.1,7091.25,1500
5870,10685.54,0,246.8,848.57,58.12,0,0,82.16,6.96,75.8,571.3,8795.83,0
5871,7635.84,0,169.9,280.55,0,0.3,0,275.1,0,42.6,109.5,6757.89,0
5874,8245.81,0,0,1262.74,18.2,3,0,145.8,24.54,84.93,1494.5,5212.1,0
5875,6906.57,0,266.6,581.69,0,17.5,0,384.25,93.54,127.8,1107.4,4327.79,0
5878,8541.37,0.4,40.1,1002.93,13,3,0,223.32,41.82,99.6,1157.12,5960.08,0
5879,8375.12,0,221.5,860.49,3.2,19.2,0,293.95,138.18,167,1495.8,5175.8,0
5882,8252.1,0,44.1,1338.72,8.8,3,0,102.85,25.18,77.1,1744.16,4908.19,1000
5883,10674.71,0,280.9,1535.05,31.6,21.2,0,138.95,32.28,105.6,1814.6,6714.53,0
5886,7702.6,0,39.5,639.85,66.5,49.2,0,166.28,63.3,106.7,400.8,6170.47,1000
5887,10503.08,0,274.5,532.87,28.6,48.15,0,441.2,103.8,109.2,729,8235.76,1000
5900,10475.49,0,13.81,1033.17,6.1,9,0,326.82,42.86,182.6,1067.8,7793.33,0
5901,8044.84,0,380.6,849.2,13.2,32.35,0,297,29.58,156.38,1156.53,5130,0
5904,9688.16,0,202,521.27,0,14.7,9.5,518.3,136.44,272.2,307.3,7706.45,0
5905,8284.21,0,76.9,484.05,39.5,40.95,0,529.4,105.64,337.5,461.2,6209.07,0
5918,14077.96,0,0,1742.66,0,0,0,85.18,6.06,233,1324.8,10686.26,0
5919,16170.34,0,318.7,1188.98,34.2,17.25,0,20.4,28.14,373.5,1780.2,12408.97,0
5924,8824.54,5.2,18.6,919.29,0,0,0,8.3,72.5,89.9,1400.1,6310.65,0
5925,5471.34,0,37.5,456.82,55.25,0,0,15.7,76.42,81.7,962.4,3785.55,0
5926,12026.1,0,35,1622.85,0,0,0,157.5,62.28,108.1,1561.2,8479.17,0
5927,10387.15,0,350.7,933.45,5,22.3,0,139.4,77.94,108.9,992.8,7756.66,1000
5932,15962.99,7,56.3,1761.05,13.1,0,0,102.93,120,589.23,2019.5,11293.88,0
5933,12473.33,0,645.5,601.79,45.9,45.2,0,27.6,132.44,522.93,903.2,9548.77,0
5936,10504.04,1.6,71.2,1036.89,30,15,0,253.5,51.72,395.05,974.8,7674.28,0
5937,5220.65,0,394.8,222.49,51,33.3,0,25.4,37.26,205.5,337.6,3913.3,0
5940,11324.49,0,0,1517.67,0,0,0,141.68,43.32,131.3,1065.97,8424.55,1500
5941,6715.7,0,299.36,703.02,7,38.4,0,121.35,94.26,209.4,792.3,4450.61,1500
5942,7312.32,0,253.7,699.85,32.5,6.4,0,56.14,134.48,254.5,409.7,5465.05,0
5943,7963.16,0,299.4,581.12,28.2,7.5,0,93.4,89.6,222.4,557.3,6084.24,1000
5944,13671.75,0,62.3,1707.52,0,0,0,166.6,48.42,55.07,2178.18,9453.66,0
5945,8236.19,0,299.5,850.52,10.9,90.1,0,76.1,105.06,85.1,1168.2,5550.71,0
5946,13267.03,0,13.5,1610.44,0,0,0,431.7,45.48,116.7,1087.5,9961.71,0
5947,10632.86,0,135,886.31,12.1,126.3,0,191.45,89.52,116.4,765,8310.78,0
5952,5785.5,0,9,780.03,0,0,0,54.2,31.44,51,1109.23,3750.6,1500
5953,7509.14,0,219.8,610.21,65,74.65,0,70.7,129,68,1002.76,5269.02,0
5964,9458.02,0,132.6,765.54,4.6,0,0,249.7,63.54,305,777.2,7159.84,0
5965,11358.54,0,578.4,802.13,29.1,197.65,0,109.2,208.86,400.5,1128.6,7904.1,0
5966,8518.4,0,165.4,600.03,5.2,1,0,352.34,134.12,219.5,168.7,6872.11,0
5967,9915.74,0,209.3,694.11,0,16.65,0,302,156.96,276.8,186.2,8073.72,1000
5974,8802.49,0,78.3,894.37,2.2,9.7,0,193.2,55.8,104.9,101.1,7362.92,1000
5975,9606.97,0,75.7,621.78,15.5,31.9,0,357.85,85.74,134.9,313.7,7969.9,1000
5982,,,,,,,,,,,,,0
5983,3921.02,0,53.5,521.69,36,0,0,69,25.08,44.7,861.3,2309.75,0
5990,,,,,,,,,,,,,0
5991,,,,,,,,,,,,,0
5992,7938.41,0,7.6,974.15,8.8,0,0,329.1,40.8,99.9,589.1,5888.96,1000
5993,7733.83,0,61.1,351.71,14.9,12.1,0,104.8,116.34,185.83,370.55,6516.5,0
5996,9756.09,0,5.5,1095.33,0,0,0,502.19,65.22,432.03,988.1,6667.72,0
5997,7879.65,0,197.4,407.57,11,17.7,0,66.7,120.48,413.9,1199.5,5445.4,0
6004,5958.57,0,128.9,256.79,6,6.8,0,133.38,3.6,128.4,129.8,5164.9,1000
6005,5761.28,0,149.81,113.7,0,16.7,0,71.5,76.2,233.2,61.6,5038.57,2000
6006,7952.58,0,5.4,618.31,6.6,0,0,322.88,31.08,42.9,170.7,6754.71,1500
6007,8484.27,0,268.6,290.51,5.6,43.6,0,158.4,78.78,163.7,196.4,7278.68,1500
6010,7837.2,0,76.8,873.45,6,24,0,461.52,55.56,201.1,223.1,5915.67,0
6011,8106.83,0,180.3,710.3,27,43.1,0,308.8,158.1,315.8,318,6045.43,0
6020,9951.78,0,167.4,740.53,20.3,10,0,107.41,63.66,75.3,656.3,8110.88,0
6021,9972.14,0,704.5,296.93,17.6,45.45,0,136.6,184.02,122.5,863.6,7600.94,0
6022,5982.57,0,64.4,519.69,7.5,0,36,211.91,29.4,93.1,500.68,4519.89,0
6023,9154.99,208,67.7,540.78,3.5,32.65,0,415.3,128.58,123.7,979.1,6655.68,0
6028,7584.16,0,0.4,811.35,0,0,0,103.3,43.08,41.56,418.2,6166.27,0
6029,6731.19,0,51.5,523.55,3.5,19.35,0,97,140.76,103.32,714.37,5077.84,0
6032,6472.62,0,67.9,392.71,123.8,0,0,496.8,24.24,109.97,364,4893.2,0
6033,5050.94,0,104.6,271.21,6,10.35,0,292.9,129,132.2,385.4,3719.28,0
6040,7975.09,0,42.1,663.05,0,5,0,247.1,45,78.98,528.26,6365.6,0
6041,9008.5,0,192.9,475.99,22.1,34.3,0,194,142.2,175.8,1148.6,6622.61,0
6044,7854.5,0,160.9,878.49,2.1,10.5,0,101.28,89,79.34,954.27,5578.62,1000
6045,7618.46,0,396.5,434.63,3.3,16.75,0,135.6,250.8,169.43,849.7,5361.75,1000
6046,2874.4,0,48.5,407.74,0,0,0,43.2,1.74,2.1,461.77,1909.35,0
6047,2394.2,0,75.06,259.36,0,10,0,31.8,0,0,362.32,1655.66,0
6054,6747.11,0,152.3,556.66,5,1.7,0,332.33,188.96,122.7,148.3,5239.16,0
6055,7700.59,0,178.2,713.05,0,47.85,0,269.3,289.14,125.8,167.8,5909.45,0
6064,9933.54,0,289.3,961.86,5.3,71.3,0,396.15,228.08,165.4,420.7,7395.45,0
6065,11089.21,0,271.8,1082.51,9.3,106.95,0,260.08,155.94,193.2,751.79,8257.64,0
6066,10052.58,0.01,8.24,847.81,9.2,0,0,292.5,140.1,141.23,490.9,8122.59,1500
6067,13330.95,8,620.61,1071.18,5.2,74.75,0,249.6,358.08,309.1,578.9,10055.53,1500
6072,14994.11,0,239.1,1375.08,0,0,0,505.95,240.64,63.24,1450,11120.1,0
6073,18488.71,0,543.88,1150.85,37,48.35,0,294.8,382.92,65.8,1801.3,14163.81,0
6078,8630.26,0,0,944.53,0,0,0,402.38,0.48,100.2,969,6213.67,0
6079,9502.46,0,415.42,458.35,54.1,25.35,0,134.54,29.22,84.2,411.7,7889.58,0
6098,8608.84,0,155.1,695.75,20,12.7,0,117.32,146.12,316.1,388.4,6757.35,0
6099,7467.23,0,100.6,272.12,0,18,0,91.2,107.34,322.4,77.8,6477.77,0
6102,10997.92,0,7.8,1245.21,14.3,1.6,0,169.78,64.74,111.43,1363.7,8019.36,2000
6103,13509.49,0,341.1,1121.51,13.2,22.5,0,320.4,139.44,152.1,1443.83,9955.41,2000
6104,5990.9,0,73.82,41.98,17.5,0,0,23.79,25.32,163.95,98.5,5546.04,0
6105,6620.76,0,131.9,29.53,0,6.05,0,36,46.68,372.2,87.7,5910.7,2000
6116,12788.48,0,33.8,1765.22,10.9,0,0,208.9,41.22,13.16,1146.7,9568.58,2000
6117,10568.76,0,212.1,957.72,36.5,28.55,0,334.4,149.88,84.75,866.7,7898.16,0
6120,11210.73,88,246.2,522.12,29.13,13.5,0,833.4,179.98,131.2,540.45,8626.75,0
6121,9702.38,0,120.1,280.87,23.1,178.7,0,229.76,147.66,111.2,609.9,8001.09,0
6124,13467.44,0.02,169.42,1572.21,8.3,0,0,1234.46,4.86,138.01,1034.6,9305.56,0
6125,17173.16,0,805.3,1295.83,27.8,90.91,0,736.22,14.7,469,1986.5,11746.9,0
6128,8654.29,0,14.5,1038.54,7.8,0,0,210.93,8.88,143.49,596.8,6633.35,0
6129,9459.64,0,156.9,531.98,11.5,89.75,0,377.33,3.6,178.71,612.2,7497.67,0
6134,12572.07,0,217.7,1827.54,0,0,0,325.31,125.82,178.12,1185.6,8711.98,0
6135,12647,0,368.5,695.59,33,59.05,0,429.4,230.94,226.6,936.4,9667.52,0
6148,11481.42,0,84.9,993.67,0,0,100,152.11,62.78,254.22,320.3,9513.44,1000
6149,17082.75,0,184.6,388.99,0,96.8,0,421.7,120.94,306.26,398.7,15164.76,1000
6150,7117.56,0,14.1,1243.79,77.41,0,0,140.3,19.98,148.12,249.4,5224.46,0
6151,8576.15,0,209.1,351.62,16.5,14.7,0,211.5,89.94,157.77,583.55,6941.47,0
6156,14891.36,0,269.9,2070.8,89.76,0,0,198.6,102.2,205.22,2354.43,9600.45,1500
6157,17250.49,0,623.65,1490.23,40.3,40.4,0,262.55,97.14,306.27,3023.7,11366.25,1500
6160,10988.5,0,167.9,645.27,53.33,0,0,1096.7,279.78,352.5,644.78,7748.24,0
6161,10337.48,0,21.5,956.72,20.6,74.4,0,395.7,267,250.7,622.9,7727.96,0
6172,5954.13,0,33.5,803.34,15,0,0,124,59.54,131.41,782.35,4004.99,0
6173,12629.31,0,109.6,2118.57,57.3,115.85,0,575.25,93.84,216.91,798.5,8543.49,0
6180,5788.88,0,110.8,454.81,15,2,0,140.2,101.1,56,645.8,4263.17,0
6181,11296.7,0,72.6,441.32,15,4.95,0,396.95,276,230,573.1,9286.78,0
6184,8216.56,0,25.9,707.61,4.6,0,0,139.96,26.7,91.07,821.1,6399.62,1000
6185,9601.56,0,148.8,229.96,22.3,98.35,0,353.5,95.16,106.79,475.96,8070.74,1500
6190,7781.01,0,5.5,525.17,0,12,0,453.4,10.32,5,188.6,6581.02,0
6191,10709.91,0,84.65,2731.44,0,0,30,1360.8,64.44,49.68,53.5,6335.4,2000
6192,16615.54,0,175.3,1957.67,15.2,53,0,69.38,189.54,414.03,2285.4,11456.02,0
6193,17983.12,0,406.6,2270.53,88.7,92.8,0,360.88,181.8,537.79,2519.4,11524.62,0
6196,14462.37,2,151.2,1732.87,0,0,0,213.77,120.3,506.27,1620.3,10115.66,0
6197,18664.85,0,618.81,1539.25,0,27.8,0,268.35,118.68,587.87,4166.8,11337.29,0
6202,6178.74,0,15,691.19,15,0,0,239.88,26.52,19.19,620.77,4551.19,0
6203,8722.42,0,114.6,646.95,0,156.15,0,235.2,42,45.83,425.2,7056.49,0
6210,7774.37,0,6.02,592.93,0,4.5,0,159.66,38.22,83,255.4,6634.64,1000
6211,6884.84,0,211.3,143.45,15,24.4,0,232.3,28.5,80.93,131.7,6017.26,1500
6212,8804.3,0,4,865.47,3,0,0,244.82,27.4,60.2,430.5,7168.91,2000
6213,11699.69,0,113,436.29,8.2,136.1,0,279.8,65.4,93.55,594.5,9972.85,1500
6214,9838.34,0.02,119.4,1249.92,29.4,0,0,190.13,24.72,258.96,662.9,7302.89,1500
6215,13998.42,0,484.1,977.23,20.2,209.5,0,385.8,74.7,251.4,946.45,10649.04,1500
6230,8074.66,0,66.2,809.79,2.2,3,0,377.4,20.76,133.37,923.99,5737.95,0
6231,10744.49,0,227.3,744.39,0,117.65,0,629,110.16,126.62,851.03,7938.34,0
6232,9983.32,0,12.56,1113.34,3,3,0,458.03,53.58,262.8,503.6,7573.41,1000
6233,13486.36,0,314.3,772.75,0,191.8,0,580.55,194.16,215.3,607,10610.5,1000
6236,12405.24,0,19.5,1328.64,0,11,0,467.2,46.78,111.95,1173.9,9246.27,0
6237,10604.8,0,269.5,687.56,54.42,248.05,0,523.25,49.68,98.22,851.7,7822.42,0
6244,10936.58,0,2.5,1074.36,41.8,0,0,715,57.48,110.57,924.34,8010.53,0
6245,12202.53,0,269.9,695.96,15,57.6,0,69.73,134.94,154.06,909.4,9895.94,0
6250,11910.88,0,8.4,1419.71,0,3,0,429.7,8.04,310.82,1347.6,8383.61,0
6251,13738.05,0,424,406.61,44.3,28.45,0,56.6,52.34,305.37,1436.28,10984.1,0
6254,21147.49,2,65.3,2310.84,18.2,0,0,667.07,283.44,568.18,1128.13,16104.33,0
6255,20515.71,0,755.2,901.32,21.2,17.45,0,86.05,367.68,476.91,1183.9,16706,0
6260,13046.17,0,12.8,1642,0,7.5,0,276.26,58.2,142.13,1835.33,9071.95,0
6261,15364.3,0,769.5,1011,14.8,0.3,0,253.8,218.88,330.66,1499.1,11266.26,0
6266,10213.66,0,34.8,914.18,2.2,0,0,175.6,32.16,182.48,1666.44,7205.8,0
6267,13647.14,0,514.8,834.72,85.5,36.05,0,605.85,93.48,234.95,1528,9713.79,0
6268,8250.73,0,347.1,975.83,0,8.5,0,168.4,38.82,105.29,661.9,5944.89,1500
6269,9121.36,0,206.93,632.37,0,157.35,0,55.9,54.78,75.05,568.41,7370.57,1500
6276,9049.8,60,89.6,1005.27,6.5,0,0,45.9,0.12,137.64,783.7,6921.07,0
6277,11583.03,0,135.2,722.4,0,0.9,0,27.5,19.38,139.44,1397.7,9140.51,0
6282,6589.3,0,148.1,449.82,7.5,36.2,0,100.3,143.88,124.1,275.71,5303.69,0
6283,8846.48,0,122.5,764.66,20.5,27.75,0,371.3,172.74,198.2,183.16,6985.67,0
6288,6114.95,0,52.2,494.53,101.74,10.9,0,174.3,83.04,141.5,228.9,4827.84,0
6289,6735.68,0,284.9,299.3,0,45,0,322,88.98,127.96,112.9,5454.64,0
6296,4575.23,0,18.4,241.75,0,6.7,0,279.6,40.74,67.1,27.6,3893.34,1000
6297,4057.39,0,32.4,143.9,0,28.2,0,135.8,19.68,30.3,40.4,3626.71,1500
6302,4330.38,0,128.7,293.92,2.2,1.3,0,100.7,30.78,53.5,376.1,3343.18,0
6303,2559.59,0,40.1,267.9,25.5,30.4,0,89.7,18.36,62.4,73.6,1951.63,1500
6306,12680.74,0,190,1434.65,0,17,0,288.25,54.16,289.67,1494.3,8912.71,0
6307,8616.09,0,182.5,578.93,1.4,1.5,0,185.2,46.86,170.3,1755.7,5693.7,0
6316,5835.28,0,44.7,760.37,0,0,0,191.75,8.1,81.92,372.5,4375.94,1000
6317,9507.41,0,178.6,601.53,59.1,43.75,0,715.4,17.94,118.36,752.7,7020.03,1000
6320,8127.88,5.5,14.3,1363.84,0,11.6,0,161.66,35.52,67.91,496.36,5971.19,0
6321,9633.22,0,172.8,896.15,28,101.15,0,472.1,82.92,134.24,631.1,7114.76,0
6332,9499.49,0,39.1,1257.86,23,0,0,369.91,14.82,147.27,830.6,6816.93,0
6333,9862.29,20,241.8,469.63,42.5,66.9,0,184,95.64,274.31,792.8,7674.71,0
6342,13247.02,0,60.9,1888.55,18.5,0,0,252,46.86,86.04,2685,8209.17,0
6343,10391.58,0,324.4,795.8,28.6,31.5,0,233.9,166.38,112.26,1643.68,7055.06,0
6344,6585.73,0,20.2,552.9,0,0,0,138.28,8.52,105.51,714.4,5045.92,0
6345,6405.99,0,127.1,310.35,49,37.8,0,113.2,36.66,98.55,522.3,5111.03,0
6352,8456.94,0,11.3,1972.29,1.7,0,0,272.9,65.04,58.82,938.9,5135.99,0
6353,10349.36,0,464.1,1235.88,39.08,23.6,0,82.8,140.46,130.1,1182,7051.34,0
6356,13510.9,0,395.7,1108.57,98.6,67.2,0,504.38,235.66,364.28,507.9,10228.61,0
